#ID	TIPO	NOMBRE	ATK	DEF	MAXHP	MAXSP	NIVEL	CANT	EFECTO	SPRITE
105	P	Gran Pocion Curativa	0	0	0	0	23	0	HP+250	potion/501
106	P	Super Pocion Curativa	0	0	0	0	35	0	HP+425	potion/501
107	P	Full Pocion Curativa	0	0	0	0	50	0	HP+750	potion/501
108	P	Pocion Magica Ligera	0	0	0	0	1	0	SP+5	potion/505
109	P	Pocion Magica Menor	0	0	0	0	3	0	SP+10	potion/505
110	P	Pocion Magica	0	0	0	0	8	0	SP+20	potion/505
111	P	Pocion Magica Mayor	0	0	0	0	15	0	SP+50	potion/505
112	P	Gran Pocion Magica	0	0	0	0	23	0	SP+75	potion/505
113	P	Super Pocion Magica	0	0	0	0	35	0	SP+125	potion/505
114	P	Full Pocion Magica	0	0	0	0	50	0	SP+200	potion/505
115	A	Armadura 1 Nv 1	0	1	2	0	1	0	N/N	armor/2301
116	A	Armadura 1 Nv 5	0	3	5	0	5	0	N/N	armor/2301
117	A	Armadura 1 Nv 10	0	5	9	0	10	0	N/N	armor/2301
118	A	Armadura 1 Nv 15	0	7	13	0	15	0	N/N	armor/2301
119	A	Armadura 1 Nv 20	0	11	17	0	20	0	N/N	armor/2301
120	A	Armadura 1 Nv 25	0	14	20	0	25	0	N/N	armor/2301
121	A	Armadura 1 Nv 30	0	17	23	0	30	0	N/N	armor/2301
122	A	Armadura 1 Nv 35	0	21	28	0	35	0	N/N	armor/2301
123	A	Armadura 1 Nv 40	0	25	31	0	40	0	N/N	armor/2301
124	A	Armadura 1 Nv 45	0	28	35	0	45	0	N/N	armor/2301
125	A	Armadura 1 Nv 50	0	31	39	0	50	0	N/N	armor/2301
126	A	Armadura 1 Nv 55	0	35	42	0	55	0	N/N	armor/2301
127	A	Armadura 1 Nv 60	0	38	46	0	60	0	N/N	armor/2301
128	A	Armadura 1 Nv 65	0	43	50	0	65	0	N/N	armor/2301
129	A	Armadura 1 Nv 70	0	47	54	0	70	0	N/N	armor/2301
130	A	Armadura 1 Nv 75	0	55	57	0	75	0	N/N	armor/2301
131	A	Armadura 1 Nv 80	0	60	61	0	80	0	N/N	armor/2301
132	A	Armadura 1 Nv 85	0	66	65	0	85	0	N/N	armor/2301
133	A	Armadura 1 Nv 90	0	78	68	0	90	0	N/N	armor/2301
134	A	Armadura 1 Nv 95	0	91	72	0	95	0	N/N	armor/2301
135	A	Armadura 2 Nv 1	0	1	2	0	1	0	N/N	armor/2303
136	A	Armadura 2 Nv 5	0	3	5	0	5	0	N/N	armor/2303
137	A	Armadura 2 Nv 10	0	5	9	0	10	0	N/N	armor/2303
138	A	Armadura 2 Nv 15	0	7	13	0	15	0	N/N	armor/2303
139	A	Armadura 2 Nv 20	0	11	17	0	20	0	N/N	armor/2303
140	A	Armadura 2 Nv 25	0	14	20	0	25	0	N/N	armor/2303
141	A	Armadura 2 Nv 30	0	17	23	0	30	0	N/N	armor/2303
142	A	Armadura 2 Nv 35	0	21	28	0	35	0	N/N	armor/2303
143	A	Armadura 2 Nv 40	0	25	31	0	40	0	N/N	armor/2303
144	A	Armadura 2 Nv 45	0	28	35	0	45	0	N/N	armor/2303
145	A	Armadura 2 Nv 50	0	31	39	0	50	0	N/N	armor/2303
146	A	Armadura 2 Nv 55	0	35	42	0	55	0	N/N	armor/2303
147	A	Armadura 2 Nv 60	0	38	46	0	60	0	N/N	armor/2303
148	A	Armadura 2 Nv 65	0	43	50	0	65	0	N/N	armor/2303
149	A	Armadura 2 Nv 70	0	47	54	0	70	0	N/N	armor/2303
150	A	Armadura 2 Nv 75	0	55	57	0	75	0	N/N	armor/2303
151	A	Armadura 2 Nv 80	0	60	61	0	80	0	N/N	armor/2303
152	A	Armadura 2 Nv 85	0	66	65	0	85	0	N/N	armor/2303
153	A	Armadura 2 Nv 90	0	78	68	0	90	0	N/N	armor/2303
154	A	Armadura 2 Nv 95	0	91	72	0	95	0	N/N	armor/2303
155	A	Armadura 3 Nv 1	0	1	2	0	1	0	N/N	armor/2322
156	A	Armadura 3 Nv 5	0	3	5	0	5	0	N/N	armor/2322
157	A	Armadura 3 Nv 10	0	5	9	0	10	0	N/N	armor/2322
158	A	Armadura 3 Nv 15	0	7	13	0	15	0	N/N	armor/2322
159	A	Armadura 3 Nv 20	0	11	17	0	20	0	N/N	armor/2322
160	A	Armadura 3 Nv 25	0	14	20	0	25	0	N/N	armor/2322
161	A	Armadura 3 Nv 30	0	17	23	0	30	0	N/N	armor/2322
162	A	Armadura 3 Nv 35	0	21	28	0	35	0	N/N	armor/2322
163	A	Armadura 3 Nv 40	0	25	31	0	40	0	N/N	armor/2322
164	A	Armadura 3 Nv 45	0	28	35	0	45	0	N/N	armor/2322
165	A	Armadura 3 Nv 50	0	31	39	0	50	0	N/N	armor/2322
166	A	Armadura 3 Nv 55	0	35	42	0	55	0	N/N	armor/2322
167	A	Armadura 3 Nv 60	0	38	46	0	60	0	N/N	armor/2322
168	A	Armadura 3 Nv 65	0	43	50	0	65	0	N/N	armor/2322
169	A	Armadura 3 Nv 70	0	47	54	0	70	0	N/N	armor/2322
170	A	Armadura 3 Nv 75	0	55	57	0	75	0	N/N	armor/2322
171	A	Armadura 3 Nv 80	0	60	61	0	80	0	N/N	armor/2322
172	A	Armadura 3 Nv 85	0	66	65	0	85	0	N/N	armor/2322
173	A	Armadura 3 Nv 90	0	78	68	0	90	0	N/N	armor/2322
174	A	Armadura 3 Nv 95	0	91	72	0	95	0	N/N	armor/2322
175	A	Armadura 4 Nv 1	0	1	2	0	1	0	N/N	armor/2334
176	A	Armadura 4 Nv 5	0	3	5	0	5	0	N/N	armor/2334
177	A	Armadura 4 Nv 10	0	5	9	0	10	0	N/N	armor/2334
178	A	Armadura 4 Nv 15	0	7	13	0	15	0	N/N	armor/2334
179	A	Armadura 4 Nv 20	0	11	17	0	20	0	N/N	armor/2334
180	A	Armadura 4 Nv 25	0	14	20	0	25	0	N/N	armor/2334
181	A	Armadura 4 Nv 30	0	17	23	0	30	0	N/N	armor/2334
182	A	Armadura 4 Nv 35	0	21	28	0	35	0	N/N	armor/2334
183	A	Armadura 4 Nv 40	0	25	31	0	40	0	N/N	armor/2334
184	A	Armadura 4 Nv 45	0	28	35	0	45	0	N/N	armor/2334
185	A	Armadura 4 Nv 50	0	31	39	0	50	0	N/N	armor/2334
186	A	Armadura 4 Nv 55	0	35	42	0	55	0	N/N	armor/2334
187	A	Armadura 4 Nv 60	0	38	46	0	60	0	N/N	armor/2334
188	A	Armadura 4 Nv 65	0	43	50	0	65	0	N/N	armor/2334
189	A	Armadura 4 Nv 70	0	47	54	0	70	0	N/N	armor/2334
190	A	Armadura 4 Nv 75	0	55	57	0	75	0	N/N	armor/2334
191	A	Armadura 4 Nv 80	0	60	61	0	80	0	N/N	armor/2334
192	A	Armadura 4 Nv 85	0	66	65	0	85	0	N/N	armor/2334
193	A	Armadura 4 Nv 90	0	78	68	0	90	0	N/N	armor/2334
194	A	Armadura 4 Nv 95	0	91	72	0	95	0	N/N	armor/2334
195	FG	Zapatos 1 Nv 1	0	1	2	0	1	0	N/N	shoes/2441
196	FG	Zapatos 2 Nv 1	0	3	5	0	5	0	N/N	shoes/2441
197	FG	Zapatos 1 Nv 5	0	5	9	0	10	0	N/N	shoes/2443
198	FG	Zapatos 2 Nv 5	0	7	13	0	15	0	N/N	shoes/2405
199	FG	Zapatos 1 Nv 10	0	11	17	0	20	0	N/N	shoes/2416
200	FG	Zapatos 2 Nv 10	0	14	20	0	25	0	N/N	shoes/2437
201	FG	Zapatos 1 Nv 15	0	17	23	0	30	0	N/N	shoes/2422
202	FG	Zapatos 2 Nv 15	0	21	28	0	35	0	N/N	shoes/2420
203	FG	Zapatos 1 Nv 20	0	25	31	0	40	0	N/N	shoes/2415
204	FG	Zapatos 2 Nv 20	0	28	35	0	45	0	N/N	shoes/2411
205	FG	Zapatos 1 Nv 25	0	31	39	0	50	0	N/N	shoes/2407
206	FG	Zapatos 2 Nv 25	0	35	42	0	55	0	N/N	shoes/2409
207	FG	Zapatos 1 Nv 30	0	38	46	0	60	0	N/N	shoes/2456
208	FG	Zapatos 2 Nv 30	0	43	50	0	65	0	N/N	shoes/2459
209	FG	Zapatos 1 Nv 35	0	47	54	0	70	0	N/N	shoes/2460
210	FG	Zapatos 2 Nv 35	0	55	57	0	75	0	N/N	shoes/2461
211	FG	Zapatos 1 Nv 40	0	60	61	0	80	0	N/N	shoes/2438
212	FG	Zapatos 2 Nv 40	0	66	65	0	85	0	N/N	shoes/2463
213	FG	Zapatos 1 Nv 45	0	78	68	0	90	0	N/N	shoes/2465
214	FG	Zapatos 2 Nv 45	0	91	72	0	95	0	N/N	shoes/2467
215	FG	Zapatos 1 Nv 50	0	1	2	0	1	0	N/N	shoes/2468
216	FG	Zapatos 2 Nv 50	0	3	5	0	5	0	N/N	shoes/2470
217	FG	Zapatos 1 Nv 55	0	5	9	0	10	0	N/N	shoes/2478
218	FG	Zapatos 2 Nv 55	0	7	13	0	15	0	N/N	shoes/2477
219	FG	Zapatos 1 Nv 60	0	11	17	0	20	0	N/N	shoes/2448
220	FG	Zapatos 2 Nv 60	0	14	20	0	25	0	N/N	shoes/2445
221	FG	Zapatos 1 Nv 65	0	17	23	0	30	0	N/N	shoes/2469
222	FG	Zapatos 2 Nv 65	0	21	28	0	35	0	N/N	shoes/2449
223	FG	Zapatos 1 Nv 70	0	25	31	0	40	0	N/N	shoes/2419
224	FG	Zapatos 2 Nv 70	0	28	35	0	45	0	N/N	shoes/2447
225	FG	Zapatos 1 Nv 75	0	31	39	0	50	0	N/N	shoes/2426
226	FG	Zapatos 2 Nv 75	0	35	42	0	55	0	N/N	shoes/2433
227	FG	Zapatos 1 Nv 80	0	38	46	0	60	0	N/N	shoes/2440
228	FG	Zapatos 2 Nv 80	0	43	50	0	65	0	N/N	shoes/2450
229	FG	Zapatos 1 Nv 85	0	47	54	0	70	0	N/N	shoes/2471
230	FG	Zapatos 2 Nv 85	0	55	57	0	75	0	N/N	shoes/2472
231	FG	Zapatos 1 Nv 90	0	60	61	0	80	0	N/N	shoes/2475
232	FG	Zapatos 2 Nv 90	0	66	65	0	85	0	N/N	shoes/2476
233	FG	Zapatos 1 Nv 95	0	78	68	0	90	0	N/N	shoes/2479
234	FG	Zapatos 2 Nv 95	0	91	72	0	95	0	N/N	shoes/2480
235	FG	Zapatos 1 Nv 40	0	1	2	0	40	0	N/N	shoes/2455
236	FG	Zapatos 2 Nv 40	0	3	5	0	40	0	N/N	shoes/2462
